##ID,CN
ID,Info
LC_STORE_ITM_TrainSPD_HR_4_D,将训练剩余时间缩短24小时。
LC_STORE_ITM_TrainSPD_Day_1,加速训练(3Day)
LC_STORE_ITM_TrainSPD_Day_1_D,将训练剩余时间缩短3天。
LC_STORE_ITM_TrainSPD_Day_2,加速训练(7Day)
LC_STORE_ITM_TrainSPD_Day_2_D,将训练剩余时间缩短7天。
LC_STORE_ITM_TrainSPD_Day_3,加速训练(30Day)
LC_STORE_ITM_TrainSPD_Day_3_D,将训练剩余时间缩短30天。
LC_STORE_Extended_Props_Name,装备扩充
LC_STORE_Extended_Props_Name_D,扩充5个装备收藏格
LC_STORE_ITM_RemoveBuilding,快速拆除
LC_STORE_ITM_RemoveBuilding_D,使用后可以立即拆除建筑
LC_STORE_ITM_RandomTeleport,随机传送
LC_STORE_ITM_RandomTeleport_D,将你的城市随机传送到地图上的某个位置
LC_STORE_ITM_AdvancedTeleport,定点传送
LC_STORE_ITM_AdvancedTeleport_D,将你的城市传送到你所想去的位置
LC_STORE_ITM_TalentReset,天赋重置书
LC_STORE_ITM_TalentReset_D,可以重置你的天赋，重新分配荣誉点数
LC_STORE_ITM_TalentMemory,天赋记忆书
LC_STORE_ITM_TalentMemory_D,使用后可储存天赋配置
LC_STORE_ITM_CallBack,行军召回
LC_STORE_ITM_CallBack_D,在部队抵达目的地之前，将部队召回
LC_STORE_ITM_MarchSpeedUp1,行军加速25%
LC_STORE_ITM_MarchSpeedUp1_D,缩短行军时间25%
LC_STORE_ITM_MarchSpeedUp2,行军加速50%
LC_STORE_ITM_MarchSpeedUp2_D,缩短行军时间50%
LC_STORE_ITM_ChangeAllianceName,联盟名称更改
LC_STORE_ITM_ChangeAllianceName_D,用来改变您联盟的名称（仅盟主可用）
LC_STORE_ITM_ChangeAllianceCode,联盟代号更改
LC_STORE_ITM_ChangeAllianceCode_D,用来改变您联盟的代号（仅盟主可用）
LC_STORE_ITM_MaterialChest_Rare,稀有材料宝箱
LC_STORE_ITM_MaterialChest_Rare_D,开启宝箱可获得普通-稀有随机品质材料1个
LC_STORE_ITM_MaterialChest_Epic,史诗材料宝箱
LC_STORE_ITM_MaterialChest_Epic_D,开启宝箱可获得罕见-史诗随机品质材料1个
LC_STORE_ITM_MaterialChest_Legend,传奇材料宝箱
LC_STORE_ITM_MaterialChest_Legend_D,开启宝箱可获得普通-传奇随机品质材料1个
LC_STORE_ITM_GemChest_Rare,稀有宝石宝箱
LC_STORE_ITM_GemChest_Rare_D,开启宝箱可获得普通-稀有随机品质宝石1个
LC_STORE_ITM_GemChest_Epic,史诗宝石宝箱
LC_STORE_ITM_GemChest_Epic_D,开启宝箱可获得罕见-史诗随机品质宝石1个
LC_STORE_ITM_GemChest_Legend,传奇宝石宝箱
LC_STORE_ITM_GemChest_Legend_D,开启宝箱可获得普通-传奇随机品质宝石1个
LC_EQUIP_SpecialEquip_Name1,新手套装
LC_EQUIP_SpecialEquip_Name2,猎魔者套装
LC_EQUIP_Material_1,亚麻
LC_EQUIP_Material_2,兽皮
LC_EQUIP_Material_3,藤蔓
LC_EQUIP_Material_4,羽毛
LC_EQUIP_Material_5,木块
LC_EQUIP_Material_6,树枝
LC_EQUIP_Material_7,石墨
LC_EQUIP_Material_8,矿砂
LC_EQUIP_Material_9,金属
LC_EQUIP_Material_10,秘银
LC_EQUIP_Material_11,玛瑙
LC_EQUIP_Material_12,黄铜
LC_EQUIP_Material_13,泥土
LC_EQUIP_Equip_Gem_InfantryATK,步兵攻击宝石
LC_EQUIP_Equip_Gem_InfantryDEF,步兵防御宝石
LC_EQUIP_Equip_Gem_InfantryHP,步兵生命宝石
LC_EQUIP_Equip_Weapon_1,武器1
LC_EQUIP_Equip_Weapon_2,武器2
LC_EQUIP_Equip_Weapon_3,武器3
LC_EQUIP_Equip_Weapon_4,武器4
LC_EQUIP_Equip_Weapon_5,武器5
LC_EQUIP_Equip_Weapon_6,武器6
LC_EQUIP_Equip_Weapon_7,武器7
LC_EQUIP_Equip_Weapon_8,武器8
LC_EQUIP_Equip_Weapon_9,武器9
LC_EQUIP_Equip_Weapon_10,武器10
LC_EQUIP_Equip_Weapon_11,武器11
LC_EQUIP_Equip_Weapon_12,武器12
LC_EQUIP_Equip_Helmet_1,头盔1
LC_EQUIP_Equip_Helmet_2,头盔2
LC_EQUIP_Equip_Helmet_3,头盔3
LC_EQUIP_Equip_Helmet_4,头盔4
LC_EQUIP_Equip_Helmet_5,头盔5
LC_EQUIP_Equip_Helmet_6,头盔6
LC_EQUIP_Equip_Helmet_7,头盔7
LC_EQUIP_Equip_Helmet_8,头盔8
LC_EQUIP_Equip_Helmet_9,头盔9
LC_EQUIP_Equip_Helmet_10,头盔10
LC_EQUIP_Equip_Armor_1,衣服1
LC_EQUIP_Equip_Armor_2,衣服2
LC_EQUIP_Equip_Armor_3,衣服3
LC_EQUIP_Equip_Armor_4,衣服4
LC_EQUIP_Equip_Armor_5,衣服5
LC_EQUIP_Equip_Armor_6,衣服6
LC_EQUIP_Equip_Armor_7,衣服7
LC_EQUIP_Equip_Armor_8,衣服8
LC_EQUIP_Equip_Armor_9,衣服9
LC_EQUIP_Equip_Armor_10,衣服10
LC_EQUIP_Equip_Leg_1,腿部1
LC_EQUIP_Equip_Leg_2,腿部2
LC_EQUIP_Equip_Leg_3,腿部3
LC_EQUIP_Equip_Leg_4,腿部4
LC_EQUIP_Equip_Leg_5,腿部5
LC_EQUIP_Equip_Leg_6,腿部6
LC_EQUIP_Equip_Leg_7,腿部7
LC_EQUIP_Equip_Leg_8,腿部8
LC_EQUIP_Equip_Leg_9,腿部9
LC_EQUIP_Equip_Leg_10,腿部10
LC_EQUIP_Equip_OffHand_1,副手1
LC_EQUIP_Equip_OffHand_2,副手2
LC_EQUIP_Equip_OffHand_3,副手3
LC_EQUIP_Equip_OffHand_4,副手4
LC_EQUIP_Equip_OffHand_5,副手5
LC_EQUIP_Equip_OffHand_6,副手6
LC_EQUIP_Equip_OffHand_7,副手7
LC_EQUIP_Equip_OffHand_8,副手8
LC_EQUIP_Equip_OffHand_9,副手9
LC_EQUIP_Equip_OffHand_10,副手10
LC_EQUIP_Equip_Accessory_1,饰品1
LC_EQUIP_Equip_Accessory_2,饰品2
LC_EQUIP_Equip_Accessory_3,饰品3
LC_EQUIP_Equip_Accessory_4,饰品4
LC_EQUIP_Equip_Accessory_5,饰品5
LC_EQUIP_Equip_Accessory_6,饰品6
LC_EQUIP_Equip_Accessory_7,饰品7
LC_EQUIP_Equip_Accessory_8,饰品8
LC_EQUIP_Equip_Accessory_9,饰品9
LC_EQUIP_Equip_Accessory_10,饰品10
LC_EQUIP_Equip_Accessory_11,饰品11
LC_EQUIP_Equip_Accessory_12,饰品12
LC_RESEARCH_Economy,经济
LC_RESEARCH_Combat,军事
LC_RESEARCH_Defense,城防
LC_RESEARCH_Ordnance,军械
LC_RESEARCH_Hunt,狩猎
LC_RESEARCH_Train,训练
LC_RESEARCH_Leadership,统御
LC_RESEARCH_Economy_101,建设
LC_RESEARCH_Economy_102,保险箱
LC_RESEARCH_Economy_103,收割
LC_RESEARCH_Economy_106,开采
LC_RESEARCH_Economy_108,采集
LC_RESEARCH_Economy_109,伐木
LC_RESEARCH_Economy_111,水晶开采
LC_RESEARCH_Economy_112,熔炼
LC_RESEARCH_Economy_201,军事化
LC_RESEARCH_Economy_202,侦查
LC_RESEARCH_Economy_203,马拉松
LC_RESEARCH_Economy_302,加固I
LC_RESEARCH_Economy_302_D,城墙耐久度上限提高
LC_RESEARCH_Economy_303,箭塔攻击I
LC_RESEARCH_Economy_303_D,箭塔攻击力上升
LC_RESEARCH_Economy_304,箭塔防御I
LC_RESEARCH_Economy_304_D,箭塔防御力上升
LC_RESEARCH_Economy_305,箭塔生命I
LC_RESEARCH_Economy_305_D,箭塔生命上升
LC_RESEARCH_Economy_306,加固II
LC_RESEARCH_Economy_307,加速修复I
LC_RESEARCH_Economy_307_D,城墙修复速度上升
LC_RESEARCH_Economy_308,城墙防御I
LC_RESEARCH_Economy_308_D,城墙防御力加成
LC_RESEARCH_Economy_309,城墙耐久度I
LC_RESEARCH_Economy_309_D,城墙耐久度加成
LC_RESEARCH_Economy_310,箭塔攻击II
LC_RESEARCH_Economy_311,箭塔防御II
LC_RESEARCH_Economy_312,箭塔生命II
LC_RESEARCH_Economy_313,加固III
LC_RESEARCH_Economy_314,加速修复II
LC_RESEARCH_Economy_315,城墙防御II
LC_RESEARCH_Economy_316,城墙耐久度II
LC_RESEARCH_Economy_402,投石车防御I
LC_RESEARCH_Economy_403,投石车攻击I
LC_RESEARCH_Economy_404,投石车生命I
LC_RESEARCH_Economy_405,箭楼防御I
LC_RESEARCH_Economy_406,箭楼攻击I
LC_RESEARCH_Economy_407,箭楼生命I
LC_RESEARCH_Economy_408,加速升级
LC_RESEARCH_Economy_409,投石车减耗
LC_RESEARCH_Economy_410,箭楼减耗
LC_RESEARCH_Economy_411,投石车防御II
LC_RESEARCH_Economy_412,投石车攻击II
LC_RESEARCH_Economy_413,投石车生命II
LC_RESEARCH_Economy_414,箭楼防御II
LC_RESEARCH_Economy_415,箭楼攻击II
LC_RESEARCH_Economy_416,箭楼生命II
LC_RESEARCH_Economy_501,T1步兵成本
LC_RESEARCH_Economy_502,T1骑兵成本
LC_RESEARCH_Economy_503,T1弓兵成本
LC_RESEARCH_Economy_504,急救术
LC_RESEARCH_Economy_505,急行军
LC_RESEARCH_Economy_506,T2步兵成本
LC_RESEARCH_Economy_507,T2骑兵成本
LC_RESEARCH_Economy_508,T2弓兵成本
LC_RESEARCH_Economy_509,军营扩容
LC_RESEARCH_Economy_510,军事化II
LC_RESEARCH_Economy_511,T3步兵成本
LC_RESEARCH_Economy_512,T3骑兵成本
LC_RESEARCH_Economy_513,T3弓兵成本
LC_RESEARCH_Economy_514,行军上限I
LC_RESEARCH_Economy_515,T4步兵成本
LC_RESEARCH_Economy_516,T4骑兵成本
LC_RESEARCH_Economy_517,T4弓兵成本
LC_RESEARCH_Economy_518,行军上限II
LC_RESEARCH_Economy_601,采集II
LC_RESEARCH_Economy_602,采集急行
LC_RESEARCH_Economy_603,负载II
LC_RESEARCH_Economy_604,军事化III
LC_RESEARCH_Economy_605,天赋记忆
LC_RESEARCH_Economy_605_D,可储存天赋配置，以方便快速更换天赋
LC_RESEARCH_Economy_606,医院容量
LC_RESEARCH_Economy_607,快速换装
LC_ALLIANCE_BigGift_1,普通联盟大礼包
LC_ALLIANCE_BigGift_2,稀有联盟大礼包
LC_ALLIANCE_BigGift_3,史诗联盟大礼包
LC_QUEST_Quest_name_1,升级{0}到Lv.{1}
