##天赋ID,唯一ID,Type(1-经济天赋，2-战斗天赋）,天赋名(自用）,天赋等级,等级上限,前置天赋（天赋1#天赋2#天赋3..）,BUFFID,BUFF值（万分比）,名称文本,说明文本,ICON,脚标
ID,UID,Type,Name,Level,INT_MaxLevel,INT_PreTech1ID,INT_Param1,INT_Param2,STR_LcT,STR_LcD,STR_PIC,Icon_Small
11210,12,1,,10,20,11209,141,900,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11211,12,1,,11,20,11210,141,1050,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11212,12,1,,12,20,11211,141,1200,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11213,12,1,,13,20,11212,141,1600,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11214,12,1,,14,20,11213,141,2000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11215,12,1,,15,20,11214,141,3000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11216,12,1,,16,20,11215,141,4000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11217,12,1,,17,20,11216,141,5000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11218,12,1,,18,20,11217,141,6000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11219,12,1,,19,20,11218,141,7000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11220,12,1,,20,20,11219,141,8000,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11301,13,1,弓兵攻击II,1,20,10905#11005,147,50,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11302,13,1,,2,20,11301,147,100,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11303,13,1,,3,20,11302,147,150,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11304,13,1,,4,20,11303,147,200,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11305,13,1,,5,20,11304,147,300,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11306,13,1,,6,20,11305,147,400,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11307,13,1,,7,20,11306,147,500,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11308,13,1,,8,20,11307,147,600,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11309,13,1,,9,20,11308,147,750,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11310,13,1,,10,20,11309,147,900,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11311,13,1,,11,20,11310,147,1050,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11312,13,1,,12,20,11311,147,1200,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11313,13,1,,13,20,11312,147,1600,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11314,13,1,,14,20,11313,147,2000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11315,13,1,,15,20,11314,147,3000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11316,13,1,,16,20,11315,147,4000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11317,13,1,,17,20,11316,147,5000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11318,13,1,,18,20,11317,147,6000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11319,13,1,,19,20,11318,147,7000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11320,13,1,,20,20,11319,147,8000,LC_COMMON_TALENT_NAME_13,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
11401,14,1,部队训练II,1,35,11105#11205#11305,116,50,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11402,14,1,,2,35,11401,116,100,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11403,14,1,,3,35,11402,116,150,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11404,14,1,,4,35,11403,116,200,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11405,14,1,,5,35,11404,116,300,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11406,14,1,,6,35,11405,116,400,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11407,14,1,,7,35,11406,116,500,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11408,14,1,,8,35,11407,116,600,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11409,14,1,,9,35,11408,116,750,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11410,14,1,,10,35,11409,116,900,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11411,14,1,,11,35,11410,116,1050,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11412,14,1,,12,35,11411,116,1200,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11413,14,1,,13,35,11412,116,1350,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11414,14,1,,14,35,11413,116,1500,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11415,14,1,,15,35,11414,116,1650,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11416,14,1,,16,35,11415,116,1800,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11417,14,1,,17,35,11416,116,1950,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11418,14,1,,18,35,11417,116,2100,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11419,14,1,,19,35,11418,116,2250,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11420,14,1,,20,35,11419,116,2400,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11421,14,1,,21,35,11420,116,2550,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11422,14,1,,22,35,11421,116,2700,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11423,14,1,,23,35,11422,116,2850,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11424,14,1,,24,35,11423,116,3000,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11425,14,1,,25,35,11424,116,3150,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11426,14,1,,26,35,11425,116,3300,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11427,14,1,,27,35,11426,116,3450,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11428,14,1,,28,35,11427,116,3600,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11429,14,1,,29,35,11428,116,3750,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11430,14,1,,30,35,11429,116,3900,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11431,14,1,,31,35,11430,116,4050,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11432,14,1,,32,35,11431,116,4200,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11433,14,1,,33,35,11432,116,4350,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11434,14,1,,34,35,11433,116,4500,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11435,14,1,,35,35,11434,116,4650,LC_COMMON_TALENT_NAME_14,LC_COMMON_BUFF_TYPE_116,icon_research_Impartment.png,icon_research_lv1.png
11501,15,1,投石车攻击II,1,20,11405,150,50,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11502,15,1,,2,20,11501,150,100,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11503,15,1,,3,20,11502,150,150,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11504,15,1,,4,20,11503,150,200,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11505,15,1,,5,20,11504,150,300,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11506,15,1,,6,20,11505,150,400,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11507,15,1,,7,20,11506,150,500,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11508,15,1,,8,20,11507,150,600,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11509,15,1,,9,20,11508,150,750,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11510,15,1,,10,20,11509,150,900,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11511,15,1,,11,20,11510,150,1050,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11512,15,1,,12,20,11511,150,1200,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11513,15,1,,13,20,11512,150,1600,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11514,15,1,,14,20,11513,150,2000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11515,15,1,,15,20,11514,150,3000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11516,15,1,,16,20,11515,150,4000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11517,15,1,,17,20,11516,150,5000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11518,15,1,,18,20,11517,150,6000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11519,15,1,,19,20,11518,150,7000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11520,15,1,,20,20,11519,150,8000,LC_COMMON_TALENT_NAME_15,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
11601,16,1,井栏攻击II,1,20,11405,153,50,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11602,16,1,,2,20,11601,153,100,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11603,16,1,,3,20,11602,153,150,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11604,16,1,,4,20,11603,153,200,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11605,16,1,,5,20,11604,153,300,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11606,16,1,,6,20,11605,153,400,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11607,16,1,,7,20,11606,153,500,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11608,16,1,,8,20,11607,153,600,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11609,16,1,,9,20,11608,153,750,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11610,16,1,,10,20,11609,153,900,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11611,16,1,,11,20,11610,153,1050,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11612,16,1,,12,20,11611,153,1200,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11613,16,1,,13,20,11612,153,1600,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11614,16,1,,14,20,11613,153,2000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11615,16,1,,15,20,11614,153,3000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11616,16,1,,16,20,11615,153,4000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11617,16,1,,17,20,11616,153,5000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11618,16,1,,18,20,11617,153,6000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11619,16,1,,19,20,11618,153,7000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11620,16,1,,20,20,11619,153,8000,LC_COMMON_TALENT_NAME_16,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
11701,17,1,骑兵攻击III,1,50,11405,144,50,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11702,17,1,,2,50,11701,144,100,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11703,17,1,,3,50,11702,144,150,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11704,17,1,,4,50,11703,144,200,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11705,17,1,,5,50,11704,144,250,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11706,17,1,,6,50,11705,144,300,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11707,17,1,,7,50,11706,144,350,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11708,17,1,,8,50,11707,144,400,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11709,17,1,,9,50,11708,144,450,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11710,17,1,,10,50,11709,144,500,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11711,17,1,,11,50,11710,144,550,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11712,17,1,,12,50,11711,144,600,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11713,17,1,,13,50,11712,144,650,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11714,17,1,,14,50,11713,144,700,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11715,17,1,,15,50,11714,144,750,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11716,17,1,,16,50,11715,144,800,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11717,17,1,,17,50,11716,144,850,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11718,17,1,,18,50,11717,144,900,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11719,17,1,,19,50,11718,144,950,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11720,17,1,,20,50,11719,144,1000,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11721,17,1,,21,50,11720,144,1050,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11722,17,1,,22,50,11721,144,1100,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11723,17,1,,23,50,11722,144,1150,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11724,17,1,,24,50,11723,144,1200,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11725,17,1,,25,50,11724,144,1250,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11726,17,1,,26,50,11725,144,1300,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11727,17,1,,27,50,11726,144,1350,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11728,17,1,,28,50,11727,144,1400,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11729,17,1,,29,50,11728,144,1450,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11730,17,1,,30,50,11729,144,1500,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11731,17,1,,31,50,11730,144,1550,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11732,17,1,,32,50,11731,144,1600,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11733,17,1,,33,50,11732,144,1650,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11734,17,1,,34,50,11733,144,1700,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11735,17,1,,35,50,11734,144,1750,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11736,17,1,,36,50,11735,144,1800,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11737,17,1,,37,50,11736,144,1850,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11738,17,1,,38,50,11737,144,1900,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11739,17,1,,39,50,11738,144,1950,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11740,17,1,,40,50,11739,144,2000,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11741,17,1,,41,50,11740,144,2050,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11742,17,1,,42,50,11741,144,2100,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11743,17,1,,43,50,11742,144,2150,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11744,17,1,,44,50,11743,144,2200,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11745,17,1,,45,50,11744,144,2250,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11746,17,1,,46,50,11745,144,2300,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11747,17,1,,47,50,11746,144,2350,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11748,17,1,,48,50,11747,144,2400,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11749,17,1,,49,50,11748,144,2450,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11750,17,1,,50,50,11749,144,2500,LC_COMMON_TALENT_NAME_17,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11801,18,1,步兵攻击III,1,50,11405,141,50,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11802,18,1,,2,50,11801,141,100,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11803,18,1,,3,50,11802,141,150,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11804,18,1,,4,50,11803,141,200,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11805,18,1,,5,50,11804,141,250,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11806,18,1,,6,50,11805,141,300,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11807,18,1,,7,50,11806,141,350,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11808,18,1,,8,50,11807,141,400,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11809,18,1,,9,50,11808,141,450,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11810,18,1,,10,50,11809,141,500,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11811,18,1,,11,50,11810,141,550,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11812,18,1,,12,50,11811,141,600,LC_COMMON_TALENT_NAME_18,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
