##技能ID（Type*100+lv）,INT_Type,名称,说明,所属大类,等级,等级上限,需求建筑等级,前置研究ID,粮食需求,石头需求,木材需求,铁矿需求,金币需求,道具需求1（ID#数量）,效果ID（BuffID）,效果值,研究时间（秒）,领主经验,战斗力,名字文本,描述文本,升级数值类型：0不显示，1绝对值，2百分数,图标,脚标
ID,Type,Desc,DEC,Class,Level,MaxLevel,BuildLevelReq,PreTech1ID,FoodReq,StoneReq,WoodReq,IronReq,CoinReq,Item1Req,Param1,Param2,Time,ExpAward,PowerAward,STR_LcT,STR_LcD,TYPE,Icon,Icon_Small
11310,113,0,0,1,10,10,25,11010#11210,281600,352000,352000,17600,12207025,0,175,3000,4665600,337500,610351,LC_BUILD_BUFF_TYPE_175,LC_COMMON_BUFF_TYPE_175,2,icon_college_eoc_02,0
20101,201,军事化1,提高训练速度,2,1,1,1,0,1333,1333,1333,1333,15000,0,116,2000,5400,120000,750,LC_RESEARCH_Economy_201,LC_COMMON_BUFF_TYPE_116,2,icon_college_eoc_02,0
20201,202,侦查,侦查,2,1,10,1,20101,668,0,0,0,2500,0,194,0,1200,12500,125,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20202,202,0,0,2,2,10,4,0,1336,0,0,0,6250,0,194,0,2400,25000,312,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20203,202,0,0,2,3,10,6,0,2672,0,0,0,15625,0,194,0,7200,50000,781,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20204,202,0,0,2,4,10,8,0,5345,267,0,0,39060,0,194,0,21600,75000,1953,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20205,202,0,0,2,5,10,10,0,10691,534,0,0,97650,0,194,0,64800,100000,4882,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20206,202,0,0,2,6,10,13,0,21383,1069,17106,17106,244125,0,194,0,129600,125000,12206,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20207,202,0,0,2,7,10,16,0,42766,2138,34213,34213,610310,0,194,0,259200,150000,30515,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20208,202,0,0,2,8,10,19,0,85532,4276,68426,68426,1525775,0,194,0,518400,175000,76288,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20209,202,0,0,2,9,10,22,0,171065,8553,136852,136852,3814435,0,194,0,1036800,200000,190721,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20210,202,0,0,2,10,10,24,0,342130,17106,273704,273704,9536085,0,194,0,2073600,225000,476804,LC_RESEARCH_Economy_202,LC_RESEARCH_Economy_202,0,icon_college_eoc_02,0
20301,203,马拉松,提高行军速度,2,1,10,1,20101,668,0,0,0,2500,0,129,100,7200,25000,1000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20302,203,0,0,2,2,10,4,0,1336,0,0,0,6250,0,129,300,14400,50000,2000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20303,203,0,0,2,3,10,6,0,2672,0,0,0,15625,0,129,600,28800,75000,4000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20304,203,0,0,2,4,10,8,0,5345,267,0,0,39060,0,129,1000,57600,100000,8000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20305,203,0,0,2,5,10,10,0,10691,534,0,0,97650,0,129,1500,115200,125000,16000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20306,203,0,0,2,6,10,13,0,21383,1069,17106,17106,244125,0,129,2100,230400,150000,32000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20307,203,0,0,2,7,10,16,0,42766,2138,34213,34213,610310,0,129,2800,460800,175000,64000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20308,203,0,0,2,8,10,19,0,85532,4276,68426,68426,1525775,0,129,3600,921600,200000,128000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20309,203,0,0,2,9,10,22,0,171065,8553,136852,136852,3814435,0,129,4700,1843200,225000,256000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20310,203,0,0,2,10,10,24,0,342130,17106,273704,273704,9536085,0,129,7000,3686400,250000,512000,LC_RESEARCH_Economy_203,LC_COMMON_BUFF_TYPE_129,2,icon_college_eoc_02,0
20401,204,步兵攻击,提高步兵攻击力,2,1,10,1,20201#20301,5000,0,0,0,6000,0,141,100,10800,30000,300,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20402,204,0,0,2,2,10,4,0,10000,0,0,0,15000,0,141,300,23760,60000,750,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20403,204,0,0,2,3,10,6,0,20000,20000,0,0,37500,0,141,700,52270,90000,1875,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20404,204,0,0,2,4,10,8,0,40000,40000,0,0,93750,0,141,1300,114990,120000,4685,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20405,204,0,0,2,5,10,10,0,80000,80000,56000,56000,234375,0,141,2100,252970,150000,11710,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20406,204,0,0,2,6,10,13,20206#20306,160000,160000,112000,112000,585935,0,141,3200,556530,180000,29275,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20407,204,0,0,2,7,10,16,0,320000,320000,224000,224000,1464835,0,141,4500,1224360,210000,73185,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20408,204,0,0,2,8,10,19,0,640000,640000,448000,448000,3662085,0,141,6000,2693590,240000,182960,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20409,204,0,0,2,9,10,22,0,1280000,1280000,896000,896000,9155210,0,141,8000,5925890,270000,457400,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20410,204,0,0,2,10,10,25,20210#20310,2560000,2560000,1792000,1792000,22888025,0,141,12500,13036950,300000,1143500,LC_COMMON_BUFF_TYPE_141,LC_COMMON_BUFF_TYPE_141,2,icon_college_eoc_02,0
20501,205,骑兵攻击,提高骑兵攻击力,2,1,10,1,20201#20301,5000,0,0,0,6000,0,144,100,10800,30000,300,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20502,205,0,0,2,2,10,4,0,10000,0,0,0,15000,0,144,300,23760,60000,750,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20503,205,0,0,2,3,10,6,0,20000,20000,0,0,37500,0,144,700,52270,90000,1875,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20504,205,0,0,2,4,10,8,0,40000,40000,0,0,93750,0,144,1300,114990,120000,4685,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20505,205,0,0,2,5,10,10,0,80000,80000,56000,56000,234375,0,144,2100,252970,150000,11710,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20506,205,0,0,2,6,10,13,20206#20306,160000,160000,112000,112000,585935,0,144,3200,556530,180000,29275,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20507,205,0,0,2,7,10,16,0,320000,320000,224000,224000,1464835,0,144,4500,1224360,210000,73185,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20508,205,0,0,2,8,10,19,0,640000,640000,448000,448000,3662085,0,144,6000,2693590,240000,182960,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20509,205,0,0,2,9,10,22,0,1280000,1280000,896000,896000,9155210,0,144,8000,5925890,270000,457400,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20510,205,0,0,2,10,10,25,20210#20310,2560000,2560000,1792000,1792000,22888025,0,144,12500,13036950,300000,1143500,LC_COMMON_BUFF_TYPE_144,LC_COMMON_BUFF_TYPE_144,2,icon_college_eoc_02,0
20601,206,弓兵攻击,提高弓兵攻击力,2,1,10,1,20201#20301,5000,0,0,0,6000,0,147,100,10800,30000,300,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20602,206,0,0,2,2,10,4,0,10000,0,0,0,15000,0,147,300,23760,60000,750,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20603,206,0,0,2,3,10,6,0,20000,20000,0,0,37500,0,147,700,52270,90000,1875,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20604,206,0,0,2,4,10,8,0,40000,40000,0,0,93750,0,147,1300,114990,120000,4685,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20605,206,0,0,2,5,10,10,0,80000,80000,56000,56000,234375,0,147,2100,252970,150000,11710,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20606,206,0,0,2,6,10,13,20206#20306,160000,160000,112000,112000,585935,0,147,3200,556530,180000,29275,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20607,206,0,0,2,7,10,16,0,320000,320000,224000,224000,1464835,0,147,4500,1224360,210000,73185,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20608,206,0,0,2,8,10,19,0,640000,640000,448000,448000,3662085,0,147,6000,2693590,240000,182960,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20609,206,0,0,2,9,10,22,0,1280000,1280000,896000,896000,9155210,0,147,8000,5925890,270000,457400,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20610,206,0,0,2,10,10,25,20210#20310,2560000,2560000,1792000,1792000,22888025,0,147,12500,13036950,300000,1143500,LC_COMMON_BUFF_TYPE_147,LC_COMMON_BUFF_TYPE_147,2,icon_college_eoc_02,0
20701,207,T2步兵,激活T2步兵,2,1,1,8,20402,64000,64000,64000,64000,93750,0,204,1,114990,120000,4685,LC_COMMON_Infantry_T2,LC_COMMON_BUFF_TYPE_204,0,icon_college_eoc_02,0
20801,208,T2骑兵,激活T2骑兵,2,1,1,8,20502,64000,64000,64000,64000,93750,0,205,1,114990,120000,4685,LC_COMMON_Cavalry_T2,LC_COMMON_BUFF_TYPE_205,0,icon_college_eoc_02,0
20901,209,T2弓兵,激活T2弓兵,2,1,1,8,20602,64000,64000,64000,64000,93750,0,206,1,114990,120000,4685,LC_COMMON_Archer_T2,LC_COMMON_BUFF_TYPE_206,0,icon_college_eoc_02,0
21001,210,步兵防御,提高步兵防御力,2,1,10,8,20701,10000,0,0,0,8000,0,142,100,16200,30000,400,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21002,210,0,0,2,2,10,8,20402,20000,20000,0,0,20000,0,142,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21003,210,0,0,2,3,10,10,20403,40000,40000,0,0,50000,0,142,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21004,210,0,0,2,4,10,12,20404,80000,80000,0,0,125000,0,142,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21005,210,0,0,2,5,10,14,20405,160000,160000,120000,120000,312500,0,142,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21006,210,0,0,2,6,10,16,20406,320000,320000,240000,240000,781250,0,142,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21007,210,0,0,2,7,10,18,20407,640000,640000,480000,480000,1953125,0,142,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21008,210,0,0,2,8,10,20,20408,1280000,1280000,960000,960000,4882810,0,142,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21009,210,0,0,2,9,10,22,20409,2560000,2560000,1920000,1920000,12207025,0,142,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21010,210,0,0,2,10,10,24,20410,5120000,5120000,3840000,3840000,30517560,0,142,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_142,LC_COMMON_BUFF_TYPE_142,2,icon_college_eoc_02,0
21101,211,骑兵防御,提高骑兵防御力,2,1,10,6,20801,10000,0,0,0,8000,0,145,100,16200,30000,400,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21102,211,0,0,2,2,10,8,20502,20000,20000,0,0,20000,0,145,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21103,211,0,0,2,3,10,10,20503,40000,40000,0,0,50000,0,145,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21104,211,0,0,2,4,10,12,20504,80000,80000,0,0,125000,0,145,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21105,211,0,0,2,5,10,14,20505,160000,160000,120000,120000,312500,0,145,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21106,211,0,0,2,6,10,16,20506,320000,320000,240000,240000,781250,0,145,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21107,211,0,0,2,7,10,18,20507,640000,640000,480000,480000,1953125,0,145,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21108,211,0,0,2,8,10,20,20508,1280000,1280000,960000,960000,4882810,0,145,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21109,211,0,0,2,9,10,22,20509,2560000,2560000,1920000,1920000,12207025,0,145,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21110,211,0,0,2,10,10,24,20510,5120000,5120000,3840000,3840000,30517560,0,145,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_145,LC_COMMON_BUFF_TYPE_145,2,icon_college_eoc_02,0
21201,212,弓兵防御,提高弓兵防御力,2,1,10,6,20901,10000,0,0,0,8000,0,148,100,16200,30000,400,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21202,212,0,0,2,2,10,8,20602,20000,20000,0,0,20000,0,148,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21203,212,0,0,2,3,10,10,20603,40000,40000,0,0,50000,0,148,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21204,212,0,0,2,4,10,12,20604,80000,80000,0,0,125000,0,148,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21205,212,0,0,2,5,10,14,20605,160000,160000,120000,120000,312500,0,148,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21206,212,0,0,2,6,10,16,20606,320000,320000,240000,240000,781250,0,148,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21207,212,0,0,2,7,10,18,20607,640000,640000,480000,480000,1953125,0,148,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21208,212,0,0,2,8,10,20,20608,1280000,1280000,960000,960000,4882810,0,148,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21209,212,0,0,2,9,10,22,20609,2560000,2560000,1920000,1920000,12207025,0,148,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21210,212,0,0,2,10,10,24,20610,5120000,5120000,3840000,3840000,30517560,0,148,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_148,LC_COMMON_BUFF_TYPE_148,2,icon_college_eoc_02,0
21301,213,步兵生命,提高步兵生命,2,1,10,6,21001,10000,0,0,0,8000,0,143,100,16200,30000,400,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21302,213,0,0,2,2,10,8,21002,20000,20000,0,0,20000,0,143,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21303,213,0,0,2,3,10,10,21003,40000,40000,0,0,50000,0,143,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21304,213,0,0,2,4,10,12,21004,80000,80000,0,0,125000,0,143,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21305,213,0,0,2,5,10,14,21005,160000,160000,120000,120000,312500,0,143,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21306,213,0,0,2,6,10,16,21006,320000,320000,240000,240000,781250,0,143,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21307,213,0,0,2,7,10,18,21007,640000,640000,480000,480000,1953125,0,143,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21308,213,0,0,2,8,10,20,21008,1280000,1280000,960000,960000,4882810,0,143,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21309,213,0,0,2,9,10,22,21009,2560000,2560000,1920000,1920000,12207025,0,143,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21310,213,0,0,2,10,10,24,21010,5120000,5120000,3840000,3840000,30517560,0,143,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_143,LC_COMMON_BUFF_TYPE_143,2,icon_college_eoc_02,0
21401,214,骑兵生命,提高骑兵生命,2,1,10,6,21101,10000,0,0,0,8000,0,146,100,16200,30000,400,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21402,214,0,0,2,2,10,8,21102,20000,20000,0,0,20000,0,146,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21403,214,0,0,2,3,10,10,21103,40000,40000,0,0,50000,0,146,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21404,214,0,0,2,4,10,12,21104,80000,80000,0,0,125000,0,146,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21405,214,0,0,2,5,10,14,21105,160000,160000,120000,120000,312500,0,146,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21406,214,0,0,2,6,10,16,21106,320000,320000,240000,240000,781250,0,146,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21407,214,0,0,2,7,10,18,21107,640000,640000,480000,480000,1953125,0,146,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21408,214,0,0,2,8,10,20,21108,1280000,1280000,960000,960000,4882810,0,146,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21409,214,0,0,2,9,10,22,21109,2560000,2560000,1920000,1920000,12207025,0,146,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21410,214,0,0,2,10,10,24,21110,5120000,5120000,3840000,3840000,30517560,0,146,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_146,LC_COMMON_BUFF_TYPE_146,2,icon_college_eoc_02,0
21501,215,弓兵生命,提高弓兵生命,2,1,10,6,21201,10000,0,0,0,8000,0,149,100,16200,30000,400,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21502,215,0,0,2,2,10,8,21202,20000,20000,0,0,20000,0,149,300,35640,60000,1000,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21503,215,0,0,2,3,10,10,21203,40000,40000,0,0,50000,0,149,700,78400,90000,2500,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21504,215,0,0,2,4,10,12,21204,80000,80000,0,0,125000,0,149,1300,172480,120000,6250,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21505,215,0,0,2,5,10,14,21205,160000,160000,120000,120000,312500,0,149,2100,379450,150000,15625,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21506,215,0,0,2,6,10,16,21206,320000,320000,240000,240000,781250,0,149,3200,834790,180000,39060,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21507,215,0,0,2,7,10,18,21207,640000,640000,480000,480000,1953125,0,149,4500,1836530,210000,97650,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21508,215,0,0,2,8,10,20,21208,1280000,1280000,960000,960000,4882810,0,149,6000,4040360,240000,244125,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21509,215,0,0,2,9,10,22,21209,2560000,2560000,1920000,1920000,12207025,0,149,8000,8888790,270000,610310,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21510,215,0,0,2,10,10,24,21210,5120000,5120000,3840000,3840000,30517560,0,149,12500,19555330,300000,1525775,LC_COMMON_BUFF_TYPE_149,LC_COMMON_BUFF_TYPE_149,2,icon_college_eoc_02,0
21601,216,T3步兵,解锁T3步兵,2,1,1,17,21306,640000,640000,640000,640000,720000,0,207,1,1296000,400000,128000,LC_COMMON_Infantry_T3,LC_COMMON_BUFF_TYPE_207,0,icon_college_eoc_02,0
21701,217,T3骑兵,解锁T3骑兵,2,1,1,17,21406,640000,640000,640000,640000,720000,0,208,1,1296000,400000,128000,LC_COMMON_Cavalry_T3,LC_COMMON_BUFF_TYPE_208,0,icon_college_eoc_02,0
21801,218,T3弓兵,解锁T3弓兵,2,1,1,17,21506,640000,640000,640000,640000,720000,0,209,1,1296000,400000,128000,LC_COMMON_Archer_T3,LC_COMMON_BUFF_TYPE_209,0,icon_college_eoc_02,0
21901,219,军团攻击,提高军团攻击力,2,1,10,17,21601#21701#21801,27500,27500,27500,20625,20000,0,156,100,14400,40000,1000,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21902,219,0,0,2,2,10,17,0,55000,55000,55000,41250,50000,0,156,300,36000,80000,2500,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21903,219,0,0,2,3,10,18,0,110000,110000,110000,82500,125000,0,156,700,90000,120000,6250,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21904,219,0,0,2,4,10,19,0,220000,220000,220000,165000,312500,0,156,1300,225000,160000,15625,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21905,219,0,0,2,5,10,20,0,440000,440000,440000,330000,781240,0,156,2100,562500,200000,39062,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21906,219,0,0,2,6,10,21,21306#21406#21506,880000,880000,880000,660000,1953000,0,156,3200,1406250,240000,97650,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21907,219,0,0,2,7,10,22,21307#21407#21507,1760000,1760000,1760000,1320000,5126625,0,156,4500,3515600,280000,244125,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21908,219,0,0,2,8,10,23,21308#21408#21508,3520000,3520000,3520000,2640000,13426864,0,156,6000,8789000,320000,610312,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21909,219,0,0,2,9,10,24,21309#21409#21509,7040000,7040000,7040000,5280000,35092825,0,156,8000,21972500,360000,1525775,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
21910,219,0,0,2,10,10,25,21310#21410#21510,14080000,14080000,14080000,10560000,91546488,0,156,12500,54931250,400000,3814437,LC_COMMON_BUFF_TYPE_156,LC_COMMON_BUFF_TYPE_156,2,icon_college_eoc_02,0
